GANTRYID,VEHICLEPLATE,VEHICLETYPE,TRANSTIME
G005,苏U75172_2,B2,04/06/2022 08:04:04
G006,苏U75172_2,B2,04/06/2022 08:10:02
G007,苏U75172_2,B2,04/06/2022 08:12:36
G008,苏U75172_2,B2,04/06/2022 08:20:20
G009,苏U75172_2,B2,04/06/2022 08:24:13
G010,苏U75172_2,B2,04/06/2022 08:31:17
G011,苏U75172_2,B2,04/06/2022 08:36:24
G001,苏U51773_2,B1,01/06/2022 15:17:00
G002,苏U51773_2,B1,01/06/2022 15:19:38
G003,苏U51773_2,B1,01/06/2022 15:20:45
G004,苏U51773_2,B1,01/06/2022 15:22:18
G005,苏U51773_2,B1,01/06/2022 15:24:02
G006,苏U51773_2,B1,01/06/2022 15:27:53
G007,苏U51773_2,B1,01/06/2022 15:29:39
G008,苏U51773_2,B1,01/06/2022 15:32:16
G009,苏U51773_2,B1,01/06/2022 15:33:56
G010,苏U51773_2,B1,01/06/2022 15:45:34
G011,苏U51773_2,B1,01/06/2022 15:47:07
G008,苏U51773_2,B1,03/06/2022 08:40:00
G009,苏U51773_2,B1,03/06/2022 08:44:01
G010,苏U51773_2,B1,03/06/2022 08:55:41
G011,苏U51773_2,B1,03/06/2022 08:57:53
G001,闽X46768_2,B2,02/06/2022 20:00:00
G002,闽X46768_2,B2,02/06/2022 20:01:08
G003,闽X46768_2,B2,02/06/2022 20:02:30
G004,闽X46768_2,B2,02/06/2022 20:04:09
G005,闽X46768_2,B2,02/06/2022 20:05:17
G006,闽X46768_2,B2,02/06/2022 20:08:32
G007,闽X46768_2,B2,02/06/2022 20:10:31
G008,闽X46768_2,B2,02/06/2022 20:14:10
G009,闽X46768_2,B2,02/06/2022 20:16:10
G010,闽X46768_2,B2,02/06/2022 20:20:25
G011,闽X46768_2,B2,02/06/2022 20:21:53
G010,闽X46768_2,B2,03/06/2022 13:41:00
G011,闽X46768_2,B2,03/06/2022 13:42:48
G009,闽X46768_2,B2,04/06/2022 17:25:00
G010,闽X46768_2,B2,04/06/2022 17:28:23
G011,闽X46768_2,B2,04/06/2022 17:31:53
G001,川B98574_2,B1,01/06/2022 14:41:00
G002,川B98574_2,B1,01/06/2022 14:42:24
G003,川B98574_2,B1,01/06/2022 14:44:06
G004,川B98574_2,B1,01/06/2022 14:46:08
G005,川B98574_2,B1,01/06/2022 14:47:19
G006,川B98574_2,B1,01/06/2022 14:50:08
G007,川B98574_2,B1,01/06/2022 14:52:39
G008,川B98574_2,B1,01/06/2022 14:56:34
G009,川B98574_2,B1,01/06/2022 14:58:31
G010,川B98574_2,B1,01/06/2022 15:03:22
G001,川B98574_2,B1,02/06/2022 07:49:00
G002,川B98574_2,B1,02/06/2022 07:51:26
G001,川B98574_2,B1,03/06/2022 10:30:00
G002,川B98574_2,B1,03/06/2022 10:31:13
G003,川B98574_2,B1,03/06/2022 10:32:27
G004,川B98574_2,B1,03/06/2022 10:34:38
G005,川B98574_2,B1,03/06/2022 10:36:09
G006,川B98574_2,B1,03/06/2022 10:40:34
G007,川B98574_2,B1,04/06/2022 10:18:00
G008,川B98574_2,B1,04/06/2022 10:20:51
G002,京B13096_2,T1,01/06/2022 18:41:00
G003,京B13096_2,T1,01/06/2022 18:42:56
G004,京B13096_2,T1,01/06/2022 18:46:09
G005,京B13096_2,T1,01/06/2022 18:48:21
G006,京B13096_2,T1,01/06/2022 18:54:32
G007,京B13096_2,T1,01/06/2022 18:57:15
G008,京B13096_2,T1,01/06/2022 19:01:22
G006,京B13096_2,T1,02/06/2022 10:31:00
G007,京B13096_2,T1,02/06/2022 10:32:18
G008,京B13096_2,T1,02/06/2022 10:35:32
G009,京B13096_2,T1,02/06/2022 10:37:27
G010,京B13096_2,T1,02/06/2022 10:43:09
G011,京B13096_2,T1,02/06/2022 10:45:11
G001,京B13096_2,T1,03/06/2022 07:58:00
G002,京B13096_2,T1,03/06/2022 07:59:07
G003,京B13096_2,T1,03/06/2022 08:01:30
G004,京B13096_2,T1,03/06/2022 08:06:34
G005,京B13096_2,T1,03/06/2022 08:09:03
G006,京B13096_2,T1,03/06/2022 08:13:57
G007,京B13096_2,T1,03/06/2022 08:18:03
G008,京B13096_2,T1,03/06/2022 08:21:22
G009,京B13096_2,T1,03/06/2022 08:24:20
G010,京B13096_2,T1,03/06/2022 08:30:43
G011,京B13096_2,T1,03/06/2022 08:33:56
G001,京B13096_2,T1,04/06/2022 08:32:00
G002,京B13096_2,T1,04/06/2022 08:33:14
G003,京B13096_2,T1,04/06/2022 08:34:57
G004,京B13096_2,T1,04/06/2022 08:37:31
G005,京B13096_2,T1,04/06/2022 08:39:21
G006,京B13096_2,T1,04/06/2022 08:48:31
G007,京B13096_2,T1,04/06/2022 08:50:36
G008,京B13096_2,T1,04/06/2022 08:55:27
G009,京B13096_2,T1,04/06/2022 08:58:17
G010,京B13096_2,T1,04/06/2022 09:13:15
G011,京B13096_2,T1,04/06/2022 09:15:14
G001,京Z79072_1,B2,01/06/2022 06:51:00
G002,京Z79072_1,B2,01/06/2022 06:52:34
G003,京Z79072_1,B2,01/06/2022 06:53:55
G004,京Z79072_1,B2,01/06/2022 06:55:40
G005,京Z79072_1,B2,01/06/2022 06:56:49
G006,京Z79072_1,B2,01/06/2022 06:59:39
G007,京Z79072_1,B2,01/06/2022 07:01:21
G008,京Z79072_1,B2,01/06/2022 07:07:09
G009,京Z79072_1,B2,01/06/2022 07:11:47
G010,京Z79072_1,B2,01/06/2022 07:25:01
G011,京Z79072_1,B2,01/06/2022 07:27:10
G008,京Z79072_1,B2,02/06/2022 07:32:00
G009,京Z79072_1,B2,02/06/2022 07:34:54
G010,京Z79072_1,B2,02/06/2022 07:47:08
G001,京Z79072_1,B2,03/06/2022 12:18:00
G002,京Z79072_1,B2,03/06/2022 12:18:45
G003,京Z79072_1,B2,03/06/2022 12:19:40
G004,京Z79072_1,B2,03/06/2022 12:21:53
G005,京Z79072_1,B2,03/06/2022 12:23:03
G006,京Z79072_1,B2,03/06/2022 12:28:07
G007,京Z79072_1,B2,03/06/2022 12:30:18
G008,京Z79072_1,B2,03/06/2022 12:33:18
G009,京Z79072_1,B2,03/06/2022 12:35:14
G010,京Z79072_1,B2,03/06/2022 12:39:26
G011,京Z79072_1,B2,03/06/2022 12:41:15
G005,京Z79072_1,B2,04/06/2022 14:20:00
G006,京Z79072_1,B2,04/06/2022 14:22:45
G007,京Z79072_1,B2,04/06/2022 14:24:30
G008,京Z79072_1,B2,04/06/2022 14:28:33
G001,京R94020_0,T1,03/06/2022 17:21:00
G002,京R94020_0,T1,03/06/2022 17:21:59
G003,京R94020_0,T1,03/06/2022 17:23:27
G004,京R94020_0,T1,03/06/2022 17:28:08
G005,京R94020_0,T1,03/06/2022 17:30:47
G006,京R94020_0,T1,03/06/2022 17:37:57
G007,京R94020_0,T1,03/06/2022 17:42:01
G008,京R94020_0,T1,03/06/2022 17:48:17
G009,京R94020_0,T1,03/06/2022 17:53:04
G010,京R94020_0,T1,03/06/2022 18:03:12
G011,京R94020_0,T1,03/06/2022 18:04:56
G001,京R94020_0,T1,04/06/2022 19:14:00
G002,京R94020_0,T1,04/06/2022 19:15:22
G003,京R94020_0,T1,04/06/2022 19:17:21
G004,京R94020_0,T1,04/06/2022 19:21:14
G005,京R94020_0,T1,04/06/2022 19:23:02
G006,京R94020_0,T1,04/06/2022 19:30:04
G007,京R94020_0,T1,04/06/2022 19:35:36
G008,京R94020_0,T1,04/06/2022 19:40:03
G009,京R94020_0,T1,04/06/2022 19:44:05
G010,京R94020_0,T1,04/06/2022 19:54:55
G011,京R94020_0,T1,04/06/2022 19:56:57
G008,川U13812_1,B3,01/06/2022 16:51:00
G009,川U13812_1,B3,01/06/2022 16:52:33
G010,川U13812_1,B3,01/06/2022 16:56:09
G001,川U13812_1,B3,02/06/2022 12:13:00
G002,川U13812_1,B3,02/06/2022 12:15:45
G003,川U13812_1,B3,02/06/2022 12:17:08
G004,川U13812_1,B3,02/06/2022 12:19:01
G005,川U13812_1,B3,02/06/2022 12:20:28
G006,川U13812_1,B3,02/06/2022 12:24:02
G007,川U13812_1,B3,02/06/2022 12:25:54
G008,川U13812_1,B3,02/06/2022 12:28:52
G009,川U13812_1,B3,02/06/2022 12:30:56
G010,川U13812_1,B3,02/06/2022 12:37:14
G011,川U13812_1,B3,02/06/2022 12:38:40
G003,川U13812_1,B3,03/06/2022 21:49:00
G004,川U13812_1,B3,03/06/2022 21:50:48
G008,川U13812_1,B3,04/06/2022 09:12:00
G009,川U13812_1,B3,04/06/2022 09:15:01
G010,川U13812_1,B3,04/06/2022 09:28:04
G011,川U13812_1,B3,04/06/2022 09:33:02
G010,渝T95195_2,T2,01/06/2022 17:06:00
G011,渝T95195_2,T2,01/06/2022 17:09:50
G001,渝T95195_2,T2,02/06/2022 11:54:00
G002,渝T95195_2,T2,02/06/2022 11:55:05
G003,渝T95195_2,T2,02/06/2022 11:56:10
G004,渝T95195_2,T2,02/06/2022 11:58:13
G005,渝T95195_2,T2,02/06/2022 11:59:23
G006,渝T95195_2,T2,02/06/2022 12:02:20
G007,渝T95195_2,T2,02/06/2022 12:04:43
G008,渝T95195_2,T2,02/06/2022 12:07:15
G009,渝T95195_2,T2,02/06/2022 12:09:11
G010,渝T95195_2,T2,02/06/2022 12:15:32
G011,渝T95195_2,T2,02/06/2022 12:17:53
G001,渝T95195_2,T2,04/06/2022 19:05:00
G002,渝T95195_2,T2,04/06/2022 19:06:01
G003,渝T95195_2,T2,04/06/2022 19:07:10
G004,渝T95195_2,T2,04/06/2022 19:09:45
G005,渝T95195_2,T2,04/06/2022 19:14:09
G006,渝T95195_2,T2,04/06/2022 19:19:37
G007,渝T95195_2,T2,04/06/2022 19:23:48
G008,渝T95195_2,T2,04/06/2022 19:28:44
G009,渝T95195_2,T2,04/06/2022 19:34:20
G010,渝T95195_2,T2,04/06/2022 19:41:54
G011,渝T95195_2,T2,04/06/2022 19:44:53
G010,沪A63184_1,B2,01/06/2022 15:27:00
G011,沪A63184_1,B2,01/06/2022 15:28:49
G005,沪A63184_1,B2,02/06/2022 15:13:00
G006,沪A63184_1,B2,02/06/2022 15:16:20
G007,沪A63184_1,B2,02/06/2022 15:18:56
G008,沪A63184_1,B2,02/06/2022 15:21:48
G009,沪A63184_1,B2,02/06/2022 15:23:38
G010,沪A63184_1,B2,02/06/2022 15:30:05
G005,沪A63184_1,B2,03/06/2022 15:06:00
G001,沪A63184_1,B2,04/06/2022 20:46:00
G002,沪A63184_1,B2,04/06/2022 20:47:11
G003,沪A63184_1,B2,04/06/2022 20:49:16
G004,沪A63184_1,B2,04/06/2022 20:52:59
G005,沪A63184_1,B2,04/06/2022 20:54:04
G006,沪A63184_1,B2,04/06/2022 20:57:13
G007,沪A63184_1,B2,04/06/2022 20:59:00
G008,沪A63184_1,B2,04/06/2022 21:02:28
G009,沪A63184_1,B2,04/06/2022 21:04:20
G010,沪A63184_1,B2,04/06/2022 21:09:46
G011,沪A63184_1,B2,04/06/2022 21:12:07
G003,鲁A79895_2,B1,02/06/2022 06:30:00
G004,鲁A79895_2,B1,02/06/2022 06:32:22
G005,鲁A79895_2,B1,02/06/2022 06:34:23
G006,鲁A79895_2,B1,02/06/2022 06:37:26
G007,鲁A79895_2,B1,02/06/2022 06:39:14
G008,鲁A79895_2,B1,02/06/2022 06:43:04
G001,鲁A79895_2,B1,04/06/2022 12:27:00
G002,鲁A79895_2,B1,04/06/2022 12:28:15
G003,鲁A79895_2,B1,04/06/2022 12:29:17
G004,鲁A79895_2,B1,04/06/2022 12:31:06
G005,鲁A79895_2,B1,04/06/2022 12:32:17
G006,鲁A79895_2,B1,04/06/2022 12:35:27
G007,鲁A79895_2,B1,04/06/2022 12:37:20
G008,鲁A79895_2,B1,04/06/2022 12:41:01
G009,鲁A79895_2,B1,04/06/2022 12:42:52
G010,鲁A79895_2,B1,04/06/2022 12:47:52
G011,鲁A79895_2,B1,04/06/2022 12:50:18
G009,沪Z52524_2,B1,02/06/2022 17:28:00
G010,沪Z52524_2,B1,02/06/2022 17:31:25
G006,沪Z52524_2,B1,03/06/2022 17:25:00
G007,沪Z52524_2,B1,03/06/2022 17:27:33
G008,沪Z52524_2,B1,04/06/2022 10:29:00
G009,沪Z52524_2,B1,04/06/2022 10:31:35
G010,沪Z52524_2,B1,04/06/2022 10:35:59
G011,沪Z52524_2,B1,04/06/2022 10:37:33
G001,粤J23317_2,B1,02/06/2022 17:03:00
G002,粤J23317_2,B1,02/06/2022 17:04:35
G003,粤J23317_2,B1,02/06/2022 17:06:22
G004,粤J23317_2,B1,02/06/2022 17:08:51
G005,粤J23317_2,B1,02/06/2022 17:10:48
G006,粤J23317_2,B1,02/06/2022 17:16:54
G007,粤J23317_2,B1,02/06/2022 17:19:25
G008,粤J23317_2,B1,02/06/2022 17:23:39
G009,粤J23317_2,B1,02/06/2022 17:27:14
G010,粤J23317_2,B1,02/06/2022 17:37:22
G011,粤J23317_2,B1,02/06/2022 17:41:09
G004,粤J23317_2,B1,03/06/2022 12:51:00
G005,粤J23317_2,B1,03/06/2022 12:52:29
G006,粤J23317_2,B1,03/06/2022 12:57:30
G007,粤J23317_2,B1,03/06/2022 12:59:30
G008,粤J23317_2,B1,03/06/2022 13:04:42
G009,粤J23317_2,B1,03/06/2022 13:06:40
G010,粤J23317_2,B1,03/06/2022 13:14:32
G011,粤J23317_2,B1,03/06/2022 13:16:10
G003,粤J23317_2,B1,04/06/2022 09:08:00
G004,粤J23317_2,B1,04/06/2022 09:12:19
G005,粤J23317_2,B1,04/06/2022 09:14:18
G001,粤V93379_2,T1,03/06/2022 08:19:00
G002,粤V93379_2,T1,03/06/2022 08:21:28
G003,粤V93379_2,T1,03/06/2022 08:22:49
G004,粤V93379_2,T1,03/06/2022 08:25:15
G005,粤V93379_2,T1,03/06/2022 08:27:58
G006,粤V93379_2,T1,03/06/2022 08:32:25
G007,粤V93379_2,T1,03/06/2022 08:37:21
G008,粤V93379_2,T1,03/06/2022 08:43:05
G001,鲁B02330_1,T1,02/06/2022 14:00:00
G002,鲁B02330_1,T1,02/06/2022 14:01:07
G003,鲁B02330_1,T1,02/06/2022 14:02:06
G004,鲁B02330_1,T1,02/06/2022 14:04:41
G005,鲁B02330_1,T1,02/06/2022 14:05:49
G006,鲁B02330_1,T1,02/06/2022 14:10:09
G007,鲁B02330_1,T1,02/06/2022 14:11:40
G008,鲁B02330_1,T1,02/06/2022 14:15:02
G009,鲁B02330_1,T1,02/06/2022 14:16:53
G010,鲁B02330_1,T1,02/06/2022 14:20:25
G011,鲁B02330_1,T1,02/06/2022 14:22:33
G008,鲁B02330_1,T1,03/06/2022 19:27:00
G009,鲁B02330_1,T1,03/06/2022 19:29:29
G010,鲁B02330_1,T1,03/06/2022 19:36:50
G007,鲁B02330_1,T1,04/06/2022 19:51:00
G008,鲁B02330_1,T1,04/06/2022 19:55:14
G009,鲁B02330_1,T1,04/06/2022 19:58:57
G003,沪S31779_1,T3,01/06/2022 18:47:00
G004,沪S31779_1,T3,01/06/2022 18:51:34
G005,沪S31779_1,T3,01/06/2022 18:53:42
G006,沪S31779_1,T3,01/06/2022 19:05:36
G007,沪S31779_1,T3,01/06/2022 19:10:36
G001,沪S31779_1,T3,02/06/2022 09:04:00
G002,沪S31779_1,T3,02/06/2022 09:05:58
G003,沪S31779_1,T3,02/06/2022 09:07:31
G004,沪S31779_1,T3,02/06/2022 09:10:13
G005,沪S31779_1,T3,02/06/2022 09:12:52
G006,沪S31779_1,T3,02/06/2022 09:19:43
G007,沪S31779_1,T3,02/06/2022 09:23:05
G008,沪S31779_1,T3,02/06/2022 09:27:21
G009,沪S31779_1,T3,02/06/2022 09:31:03
G010,沪S31779_1,T3,02/06/2022 09:46:06
G011,沪S31779_1,T3,02/06/2022 09:49:43
G009,沪S31779_1,T3,04/06/2022 14:05:00
G010,沪S31779_1,T3,04/06/2022 14:07:32
G004,沪T14026_1,B1,02/06/2022 18:40:00
G005,沪T14026_1,B1,02/06/2022 18:43:08
G006,沪T14026_1,B1,02/06/2022 18:54:06
G002,沪T14026_1,B1,04/06/2022 15:47:00
G003,沪T14026_1,B1,04/06/2022 15:48:18
G004,沪T14026_1,B1,04/06/2022 15:50:05
G005,沪T14026_1,B1,04/06/2022 15:51:24
G001,粤B35078_1,B1,01/06/2022 10:14:00
G002,粤B35078_1,B1,01/06/2022 10:14:54
G003,粤B35078_1,B1,01/06/2022 10:16:02
G004,粤B35078_1,B1,01/06/2022 10:18:11
G005,粤B35078_1,B1,01/06/2022 10:20:10
G006,粤B35078_1,B1,01/06/2022 10:24:20
G007,粤B35078_1,B1,01/06/2022 10:25:36
G008,粤B35078_1,B1,01/06/2022 10:28:32
G009,粤B35078_1,B1,01/06/2022 10:30:56
G010,粤B35078_1,B1,01/06/2022 10:34:10
G011,粤B35078_1,B1,01/06/2022 10:35:47
G010,粤B35078_1,B1,02/06/2022 17:38:00
G011,粤B35078_1,B1,02/06/2022 17:43:03
G005,粤B35078_1,B1,03/06/2022 11:13:00
G006,粤B35078_1,B1,03/06/2022 11:15:55
G007,粤B35078_1,B1,03/06/2022 11:17:37
G008,粤B35078_1,B1,03/06/2022 11:20:27
G001,粤B35078_1,B1,04/06/2022 11:44:00
G002,粤B35078_1,B1,04/06/2022 11:45:04
G003,粤B35078_1,B1,04/06/2022 11:45:56
G004,粤B35078_1,B1,04/06/2022 11:49:21
G005,粤B35078_1,B1,04/06/2022 11:50:42
G006,粤B35078_1,B1,04/06/2022 11:56:25
G007,粤B35078_1,B1,04/06/2022 11:57:48
G008,粤B35078_1,B1,04/06/2022 12:00:43
G009,粤B35078_1,B1,04/06/2022 12:02:27
G010,粤B35078_1,B1,04/06/2022 12:08:15
G011,粤B35078_1,B1,04/06/2022 12:09:51
G001,粤L69300_0,T1,01/06/2022 07:42:00
G002,粤L69300_0,T1,01/06/2022 07:44:59
G003,粤L69300_0,T1,01/06/2022 07:46:49
G004,粤L69300_0,T1,01/06/2022 07:49:30
G005,粤L69300_0,T1,01/06/2022 07:51:51
G006,粤L69300_0,T1,01/06/2022 07:56:12
G007,粤L69300_0,T1,01/06/2022 07:59:26
G008,粤L69300_0,T1,01/06/2022 08:03:45
G009,粤L69300_0,T1,01/06/2022 08:07:09
G010,粤L69300_0,T1,01/06/2022 08:13:07
G011,粤L69300_0,T1,01/06/2022 08:16:14
G010,粤L69300_0,T1,02/06/2022 17:48:00
G011,粤L69300_0,T1,02/06/2022 17:51:36
G008,粤L69300_0,T1,04/06/2022 00:41:00
G009,粤L69300_0,T1,04/06/2022 00:42:44
G004,浙M59047_2,B3,01/06/2022 15:41:00
G005,浙M59047_2,B3,01/06/2022 15:42:30
G006,浙M59047_2,B3,01/06/2022 15:45:43
G001,浙M59047_2,B3,03/06/2022 07:08:00
G002,浙M59047_2,B3,03/06/2022 07:10:12
G003,浙M59047_2,B3,03/06/2022 07:13:25
G004,浙M59047_2,B3,03/06/2022 07:16:27
G005,浙M59047_2,B3,03/06/2022 07:19:49
G006,浙M59047_2,B3,03/06/2022 07:24:47
G007,浙M59047_2,B3,03/06/2022 07:28:43
G008,浙M59047_2,B3,03/06/2022 07:34:14
G001,浙M59047_2,B3,04/06/2022 09:33:00
G002,浙M59047_2,B3,04/06/2022 09:34:04
G003,浙M59047_2,B3,04/06/2022 09:36:02
G004,浙M59047_2,B3,04/06/2022 09:39:23
G005,浙M59047_2,B3,04/06/2022 09:41:37
G006,浙M59047_2,B3,04/06/2022 09:47:38
G007,浙M59047_2,B3,04/06/2022 09:49:56
G008,浙M59047_2,B3,04/06/2022 09:53:52
G009,浙M59047_2,B3,04/06/2022 09:56:40
G010,浙M59047_2,B3,04/06/2022 10:04:21
G011,浙M59047_2,B3,04/06/2022 10:06:39
G002,苏R50245_1,B1,01/06/2022 17:34:00
G003,苏R50245_1,B1,01/06/2022 17:36:22
G004,苏R50245_1,B1,01/06/2022 17:40:26
G005,苏R50245_1,B1,01/06/2022 17:43:45
G006,苏R50245_1,B1,01/06/2022 17:52:54
G007,苏R50245_1,B1,01/06/2022 17:55:32
G008,苏R50245_1,B1,01/06/2022 17:59:36
G001,苏R50245_1,B1,03/06/2022 14:04:00
G002,苏R50245_1,B1,03/06/2022 14:05:22
G003,苏R50245_1,B1,03/06/2022 14:06:44
G004,苏R50245_1,B1,03/06/2022 14:08:32
G005,苏R50245_1,B1,03/06/2022 14:09:39
G006,苏R50245_1,B1,03/06/2022 14:13:02
G007,苏R50245_1,B1,03/06/2022 14:15:52
G008,苏R50245_1,B1,03/06/2022 14:19:00
G001,苏R50245_1,B1,04/06/2022 20:51:00
G002,苏R50245_1,B1,04/06/2022 20:52:05
G003,苏R50245_1,B1,04/06/2022 20:53:07
G004,苏R50245_1,B1,04/06/2022 20:55:26
G005,苏R50245_1,B1,04/06/2022 20:56:47
G006,苏R50245_1,B1,04/06/2022 21:00:22
G009,鲁J54034_2,B1,01/06/2022 08:02:00
G010,鲁J54034_2,B1,01/06/2022 08:10:23
G011,鲁J54034_2,B1,01/06/2022 08:12:17
G001,鲁J54034_2,B1,02/06/2022 07:53:00
G002,鲁J54034_2,B1,02/06/2022 07:55:50
G003,鲁J54034_2,B1,02/06/2022 07:57:18
G004,鲁J54034_2,B1,02/06/2022 07:59:52
G005,鲁J54034_2,B1,02/06/2022 08:01:49
G006,鲁J54034_2,B1,02/06/2022 08:07:46
G007,鲁J54034_2,B1,02/06/2022 08:11:43
G008,鲁J54034_2,B1,02/06/2022 08:20:26
G009,鲁J54034_2,B1,02/06/2022 08:23:10
G010,鲁J54034_2,B1,02/06/2022 08:31:35
G011,鲁J54034_2,B1,02/06/2022 08:37:19
G008,粤S37429_2,B1,01/06/2022 18:47:00
G009,粤S37429_2,B1,01/06/2022 18:51:30
G010,粤S37429_2,B1,01/06/2022 19:08:35
G001,粤S37429_2,B1,02/06/2022 20:37:00
G002,粤S37429_2,B1,02/06/2022 20:38:01
G003,粤S37429_2,B1,02/06/2022 20:38:57
G004,粤S37429_2,B1,02/06/2022 20:41:53
G005,粤S37429_2,B1,02/06/2022 20:44:01
G006,粤S37429_2,B1,02/06/2022 20:46:44
G007,粤S37429_2,B1,02/06/2022 20:48:50
G008,粤S37429_2,B1,02/06/2022 20:51:53
G009,粤S37429_2,B1,02/06/2022 20:53:30
G010,粤S37429_2,B1,02/06/2022 20:56:56
G011,粤S37429_2,B1,02/06/2022 20:58:43
G007,粤S37429_2,B1,04/06/2022 17:39:00
G008,粤S37429_2,B1,04/06/2022 17:44:07
G009,粤S37429_2,B1,04/06/2022 17:47:53
G001,浙M55810_1,B2,01/06/2022 17:43:00
G002,浙M55810_1,B2,01/06/2022 17:45:45
G003,浙M55810_1,B2,01/06/2022 17:47:29
G004,浙M55810_1,B2,01/06/2022 17:50:53
G005,浙M55810_1,B2,01/06/2022 17:54:39
G009,浙M55810_1,B2,02/06/2022 19:06:00
G010,浙M55810_1,B2,02/06/2022 19:10:44
G006,浙M55810_1,B2,03/06/2022 22:42:00
G007,浙M55810_1,B2,03/06/2022 22:43:58
G008,浙M55810_1,B2,03/06/2022 22:46:57
G001,苏G17501_1,T1,01/06/2022 10:37:00
G002,苏G17501_1,T1,01/06/2022 10:38:06
G003,苏G17501_1,T1,01/06/2022 10:39:15
G004,苏G17501_1,T1,01/06/2022 10:42:30
G005,苏G17501_1,T1,01/06/2022 10:43:31
G006,苏G17501_1,T1,01/06/2022 10:47:45
G007,苏G17501_1,T1,01/06/2022 10:49:18
G008,苏G17501_1,T1,01/06/2022 10:52:28
G009,苏G17501_1,T1,01/06/2022 10:54:40
G010,苏G17501_1,T1,01/06/2022 10:58:06
G011,苏G17501_1,T1,01/06/2022 11:01:03
G002,苏G17501_1,T1,02/06/2022 02:33:00
G003,苏G17501_1,T1,02/06/2022 02:34:04
G004,苏G17501_1,T1,02/06/2022 02:35:37
G005,苏G17501_1,T1,02/06/2022 02:36:37
G006,苏G17501_1,T1,02/06/2022 02:39:44
G007,苏G17501_1,T1,02/06/2022 02:41:31
G008,苏G17501_1,T1,02/06/2022 02:44:43
G009,苏G17501_1,T1,02/06/2022 02:46:33
G001,苏G17501_1,T1,03/06/2022 07:06:00
G002,苏G17501_1,T1,03/06/2022 07:07:49
G003,苏G17501_1,T1,03/06/2022 07:09:34
G004,苏G17501_1,T1,03/06/2022 07:13:46
G005,苏G17501_1,T1,03/06/2022 07:15:47
G006,苏G17501_1,T1,03/06/2022 07:22:24
G007,苏G17501_1,T1,03/06/2022 07:24:39
G008,苏G17501_1,T1,03/06/2022 07:31:19
G009,苏G17501_1,T1,03/06/2022 07:34:08
G010,苏G17501_1,T1,03/06/2022 07:40:28
G011,苏G17501_1,T1,03/06/2022 07:42:34
G001,苏G17501_1,T1,04/06/2022 17:45:00
G002,苏G17501_1,T1,04/06/2022 17:46:04
G003,苏G17501_1,T1,04/06/2022 17:48:08
G004,苏G17501_1,T1,04/06/2022 17:50:58
G005,苏G17501_1,T1,04/06/2022 17:53:21
G006,苏G17501_1,T1,04/06/2022 17:57:41
G007,苏G17501_1,T1,04/06/2022 17:59:27
G008,苏G17501_1,T1,04/06/2022 18:04:27
G009,苏G17501_1,T1,04/06/2022 18:08:37
G010,苏G17501_1,T1,04/06/2022 18:13:20
G011,苏G17501_1,T1,04/06/2022 18:15:09
G007,京U46892_2,T1,01/06/2022 16:53:00
G008,京U46892_2,T1,01/06/2022 16:55:59
G002,京U46892_2,T1,02/06/2022 10:58:00
G003,京U46892_2,T1,02/06/2022 10:59:26
G004,京U46892_2,T1,02/06/2022 11:01:27
G005,京U46892_2,T1,02/06/2022 11:04:47
G004,浙L68943_2,B1,02/06/2022 19:11:00
G005,浙L68943_2,B1,02/06/2022 19:14:09
G001,浙L68943_2,B1,03/06/2022 14:31:00
G002,浙L68943_2,B1,03/06/2022 14:31:57
G003,浙L68943_2,B1,03/06/2022 14:33:26
G004,浙L68943_2,B1,03/06/2022 14:34:54
G005,浙L68943_2,B1,03/06/2022 14:36:03
G006,浙L68943_2,B1,03/06/2022 14:39:02
G007,浙L68943_2,B1,03/06/2022 14:41:22
G008,浙L68943_2,B1,03/06/2022 14:44:20
G009,浙L68943_2,B1,03/06/2022 14:46:25
G010,浙L68943_2,B1,03/06/2022 14:49:22
G011,浙L68943_2,B1,03/06/2022 14:50:54
G007,浙L68943_2,B1,04/06/2022 19:08:00
G008,浙L68943_2,B1,04/06/2022 19:11:45
G009,浙L68943_2,B1,04/06/2022 19:14:35
G010,浙L68943_2,B1,04/06/2022 19:23:07
G008,鲁U01598_0,B3,02/06/2022 18:43:00
G009,鲁U01598_0,B3,02/06/2022 18:46:40
G010,鲁U01598_0,B3,02/06/2022 18:54:39
G011,鲁U01598_0,B3,02/06/2022 18:58:53
G003,鲁U01598_0,B3,04/06/2022 17:14:00
G004,鲁U01598_0,B3,04/06/2022 17:16:36
G005,鲁U01598_0,B3,04/06/2022 17:18:58
G001,粤K73422_1,T1,02/06/2022 08:48:00
G002,粤K73422_1,T1,02/06/2022 08:49:20
G003,粤K73422_1,T1,02/06/2022 08:50:56
G004,粤K73422_1,T1,02/06/2022 08:55:17
G005,粤K73422_1,T1,02/06/2022 08:57:40
G001,粤K73422_1,T1,04/06/2022 09:43:00
G002,粤K73422_1,T1,04/06/2022 09:44:52
G003,粤K73422_1,T1,04/06/2022 09:46:27
G004,粤K73422_1,T1,04/06/2022 09:48:50
G005,粤K73422_1,T1,04/06/2022 09:51:04
G006,粤K73422_1,T1,04/06/2022 09:55:24
G007,粤K73422_1,T1,04/06/2022 09:58:53
G008,粤K73422_1,T1,04/06/2022 10:05:31
G009,粤K73422_1,T1,04/06/2022 10:07:23
G010,粤K73422_1,T1,04/06/2022 10:11:00
